Name,Pick,Strengths,Weaknesses,Height,Weight,Age
Elliot Williams,22,"Versatile southpaw guard with very good athleticism … At 6’4 with long arms, has the size and length to play either guard position … Displays a powerful burst to the basket with his natural lefty dribble … Has a quick first step and long, easy strides … Thrives in the open court where he can utilize his speed and attack in space … Finishes extremely well in traffic, able to contort his body and get shots off at odd angles … Being a lefty adds an element of surprise to his game. Shows a little floater in the lane … Tremendous leaping ability. Good form on his jump shot, with decent lift … On ball defense is top notch … Light on his feet with great lateral quickness. Stays low in his stance. Uses his long wingspan to disrupt opponents and eliminate passing angles … Reads passing lanes very well (.6 stl per game as a freshman) Great defensive awareness and anticipation … Not afraid to get his hands dirty and do work on the glass (2.3 rpg) … Smart kid with good character – shows desire to learn and improve.","Despite a good looking jumper, is not comfortable with his shot yet … Shot 25% from three and 50% from the stripe as a frosh … Not a catch-and-shoot guy, preferring to walk into his shot with a few habit dribbles … Shoots a layup or three pointer with very little in between – has not put his midrange game to much use … His offensive game is lefty dominant. Drives are almost all to his left, and if he starts out right will usually spin back to his left … Shoots too many lefty layups from the right side of the floor … Ball handling and passing must improve, especially if he plans to play the 1 … Looks like a young colt at times, full of energy but needs to learn to play within himself … Can definitely stand to add some bulk to his frame.",76,180,21.02
Trevor Booker,23,"A power forward with terrific strength and athleticism … He is an energy player who uses his physical attributes to cause problems inside … He plays hard, and doesn’t shy away from contact, looking to mix it up inside and create space using his body … Very mobile, uses his quickness to get good position in the post and also to get around defenders when attacking … Has continued to show improvement on his jumpshot (even stepping out to the three), and will need to continue to work on it … Very good rebounder, the mix of strength and athleticism allow him  to clear space and grab rebounds well out of his rebounding area … Unselfish player, looks to make plays for teammates … Poses problems defensively, because he can block shots and also get out into the passing lanes …","Lacks the size and skill level to be an effective scorer inside … Does not have many moves in his low post repertoire and is not very comfortable facing up and attacking … Attacks strictly to his left hand, making him extremely predictable … Has a tendency to shoot too many fadeaways, with very mixed results … Has been able to bully his way around in college, but how effective can he be against bigger athletes at the next level?",79,236,22.59
Damion James,24,"Well-built forward oozing with athleticism and agility … Exhibits superb fluidity of movement, running the floor like a guard (3.09 sprint at pre-draft combine) and quick to the basketball. Has been a rebounding machine since the moment he took the court for Texas … Possesses a 37 inch vertical leap, 7 foot wingspan and pursues every board relentlessly … Very quick off his feet on multiple jumps … He has taken his ferocious rebounding to another level through sixteen games as a Senior, averaging 11.2 per game … His scoring average has seen significant growth each season, from 8 ppg as a freshman to 17 ppg as a senior … The staple of his offensive game is the mid-range jumper … Takes a few power dribbles to his right or left and gets great lift on his shot … Combined with a high release, his jumper is virtually unblockable … Prefers to face up opponents in the post and elevate over the top … Displays range out to the college three, shooting 41% as a sophomore, 33% as a junior and 36% as a senior … In constant motion on the offensive end looking for openings and easy buckets … Shooting an efficient 48% from the field throughout his four years … Explosive finisher at the rim … Displays a great set of hands, retrieving even errant deliveries … If he gets his hands on the ball, he doesn’t let it go …  Plays with an extremely high motor on the defensive end … Averages a steal and block per game for his career … Has the strength and lateral quickness to guard multiple positions.","Lacks a clearly defined position at the next level, but is so talented he is a ""player"" and will find a role regardless … Ball handling needs further development. Appears very insecure when putting the ball on the deck. Rarely attacks all the way to the cup when being guarded. Dribbles with his head down … Off the bounce moves are very methodical, more concerned with maintaining the dribble than getting by the defender … His first step is hampered by lack of handle, restricting his ability to create shots for himself and others … Needs to find more consistency with his jump shot, although this is an area which has shown improvement … He’s worked hard on his mechanics, but still a work in progress. Guide (left) hand falls off the ball too early on his shot, making it a little unnatural … Doesn’t possess a shooters touch. Settles for too many long range shots, out of his comfort range … Shot selection is questionable. Free throw shooting is a major drawback of his game … Has failed to reach the 70% plateau in any season, with a career 63% … For an aggressive player, this is not up to par. While his scoring numbers have continued to accumulate, he is still not a primary offensive option … He has benefited off the greatness of Kevin Durant, D.J. Augustin and a loaded 2009-2010 roster … Fits the mold of a complimentary player, but not a go to guy. Although he’s taken over the role this year for the Longhorns … At 6’7 225 lacks the perimeter skills (ball handling and passing) to be a true NBA wing man, and lacks the size to defend the 4 position.",79,227,22.73
Dominique Jones,25,"Powerfully built combo guard with a polished offensive game … An instant offense type of player who is capable of big scoring outbursts … Has developed into a mature, polished guard with a good grasp of the game … Strong leader who has gained a lot of confidence in his game and plays with a swagger … Shows diverse offensive skills, with an excellent outside shot plus the ability to create off the dribble … Understands how to use his strength to create space and finish at the rim … An solid athlete who makes up for his lack of size with craftiness … Owns a solid first step and the shiftiness to keep defenders off balance … Effectively creates offense for himself and others off the dribble … Has good form on his shot with a quick and compact release … Fundamentally sound player who does everything on balance and with a purpose … Uses his strength to post up defenders effectively … Competitive, high energy player who always gives strong effort … Handles the ball with ease and rarely makes unforced errors … Possesses excellent vision and passing ability, which is impressive considering his scoring prowess … Equally effective playing on or off the ball … His excellent ball skills should allow him to play some point guard in spot duty … Effectively utilizes the teardrop instead of taking drives all the way into shot blocking bigmen … Works hard, using sharp cuts running his defender off picks to free himself for shots off the ball …","A tweener lacking a true NBA position but shows the ability to play either guard spot and appears destined to settle into the 2G spot … Lack of size limits his potential to a degree … Struggled to play up to his ability before his junior year … Outside shot has been riddled with inconsistency. Shot can be streaky … Not an overwhelmingly explosive athlete, but has the hops and strength to finish at the rim … His lack of size lends to questions about his ability to create shots against longer and more athletic defenders. How big an effect will this have on his effectiveness … Doesn’t get huge lift on his jumpshot, which due to his size is a slight concern …",76,216,21.7
Quincy Pondexter,26,"Wing player with good athleticism, a long wingspan and wiry strength … He has put the pieces together in his senior season and has lived up to the potential that he flashed early in his career … He shows a good motor and has a strong work ethic, looking to out-hustle and outwork his opponents at every opportunity … A very good transition player, he gets out on the break and runs his lanes, looking to use his explosiveness in order to complete plays at the basket … His first step is fairly quick, but very long, which allows him to cover a lot of ground and get into the paint … He is very slippery when slashing to the basket and uses a nice mix of hesitation moves to get his defender off balance … Finishes extremely well around the basket, he has a good scoring touch inside and is able to use his length to finish over and around help-side defenders … An effective midrange shooter, he shoots with good balance and is comfortable pulling the trigger with his feet set or off the dribble … Has the ability to post up, looking to out-muscle smaller defenders, or to out quick bigger ones … Shows good instincts as a rebounder, gets to the right spots and attacks the glass on both ends of the floor … Solid defender, with his size and the effort he puts into it, he has the ability to defend a number of positions … Can be a disruptor in the passing lanes, using his length to get steals or deflections … He is a year younger than most of the senior class, leaving for a longer window to develop his game …","Does not have a very polished skill set on the perimeter … He is much more comfortable operating from the mid-post area where he can face up and attack out of the triple threat, rather than sizing up his defender at the top and taking him off the dribble … Not a great ball handler and he doesn’t have a reliable secondary move that would allow him to continue his drive when he gets cut off … Offensively, he is more of a straight line athlete and is a bit limited in terms of changing direction laterally … A selective and streaky shooter from beyond the college three point line, he will need to extend his range and improve his consistency in order to be a threat from the NBA line … Was able to overpower and out-jump his opponents at the college level, he will need to prove that he can be as effective against next level athletes … Not a great one-on-one defender, for such an impressive athlete, has a surprising lack of lateral quickness …",79,215,22.3
Jordan Crawford,27,"Crawford has become one of the most potent scorers in college basketball … At 6’4, he uses a nice first step plus excellent elevation on his jumper to allow him to create shots for himself on almost any possession … He is excellent in isolation, can shoot with hands in his face while barely needing an inch to get off his shot … His midrange and long range game have both become quite efficient, showing he can shoot off the dribble from inside and behind the arch … When spotting up, he looks much more under control and his motion tends to be more fluent … Relentless and persistent when taking it to the hoop, seems to have that ""nobody can stop me"" attitude, regardless if the lane is there or not … Moves pretty well without the ball which can be directly related to his desire to be the featured scorer on every possession … Shows explosiveness when using momentum moving towards the hoop … Defensively he anticipates well, and has the potential to be a good on-ball defender with more focus and dedication … Has a low handle, and solid all around ball handling skills …","Crawford is somewhat one-dimensional in that he’s mainly only effective offensively with the ball in his hands … He averages 16 shots per game, and at the next level, he will not be able to dominate the ball like he does in college … Will need to learn how to be a compliment instead of the go-to guy … His shot selection will need to improve, as he tends to engage in too many ""heat checks"" after 1 or 2 shots go down for him … Inconsistency shooting due to what looks like an awkward shot form when pulling up off the dribble. Often fades away on his shot instead of going up straight … He gets frustrated when his defender face-guards him and tries to deny him the ball… Somewhat tunnel-vision when taking it to the basket, he rarely kicks it out when driving in traffic while occasionally forcing the issue by trying to drive with no available lane … Not the greatest finisher around the basket … Needs to improve ball handling skills … He uses all of his energy on the offensive end, resulting in fatigued defensive possessions in which he tends to gamble, as opposed to staying in front of his defender and moving his feet … He’s a bit undersized at 6’4 in shoes, and has a standard 6’5.5 wingspan … Body posture is a little hunched over and appears unusual …",76,198,21.68
Greivis Vasquez,28,"A combo guard with good scoring instincts and advanced passing ability … Has a natural feel for the game and is able to see plays well before they materialize, allowing him to deliver passes that seem impossible to make … At 6’6 he has great size for a guard (as it allows him to see over top of defenders, but it also makes him a difficult matchup) … He has good potential to play in a pick and roll system, because he is good at keeping his dribble alive and drawing the rotation … Has crafty moves off the dribble, and uses his long strides to get past defenders … Can use either hand to finish at the basket … Split time between both guard positions, and was able to bring a nice mix of attributes to both spots … Showed the ability to operate without the ball and come off screens … Has become a better shooter from the outside, stretching his range and improving his percentages … Solid contributor on the glass as well as in the steals department … Plays with a lot of passion and confidence, he is not afraid of throwing difficult passes or taking big shots … Has proven that he can perform in key moments against top level collegiate competition … Continued to improve various facets of his game throughout his career …","Lacks the first step to explode by defenders … Has a hard time turning the corner, and usually has defenders riding his hip … He is not an aggressive player and has trouble against defenders who get into his body … Not a great finisher inside, he doesn’t have great strength or body control to complete plays through contact … Can be very erratic with the ball and with his passing (taking way too many risks)… Shoots a slight set shot, which takes longer to release and allows the defense to recover … Not a great shooter off the dribble, does not have great rhythm and elevation, which is the cause of inconsistent results from midrange … Does not project well as a defender at the next level, lacks the lateral quickness and does not put forward much of an effort on that end … Will have a hard time containing either guard position off the dribble … Is an arrogant player, which is sometimes a positive, but he needs to learn to control his emotions and not cross the line …",78,211,23.45
Daniel Orton,29,"An intriguing big with a next level body and an extremely long wingspan … He has a wide and developed frame and has the potential to add further mass … A deceptive athlete, he gets off the ground well and sneaks up on people thanks to his length … Physically, he has all the tools to be an inside force in the future … Off the catch, he powers his way to the hoop for strong finishes, he has the wide shoulders to clear space inside and convert against contact … Shows a fairly soft touch around the basket, he extends on his hook shot and is able to convert plays with finesse … Comfortable stepping out to midrange and knocking down spot up jumpers … His form is extremely smooth for a big, and he is able to get his shot off with good speed and rhythm … Has a lot of potential as a pick and roll big because of his ability to shoot the ball and set wide screens … Currently, most of his value is on the defensive end … He is able to keep defensive position because of his size, but more importantly he blocks and alters a high percentage of shots thanks to his timing and length …","At this point, he is still a very raw player who has not performed consistently at a high level … Most of his intrigue lies in his potential, but over the last few seasons he has not produced much … Very careless with the ball, he makes poor decisions and throws it away very frequently … He tries to make passes that have no chance of finding the target … Has a bad habit of throwing outlet passes when he is off balance and when no one is looking for the ball … Missed the majority of his High School senior season due to surgery on his left knee … Whether it is the result of his injury or just his natural gait, his running and movements are not smooth and it seems like he is wasting too much energy while getting up and down the court … Needs to become a better shooter at the free throw line … Fell victim to the system that catered to other players at Kentucky, and was not able to get much game experience operating in the post on the offensive end … He lacks confidence in his scoring ability and does not look to establish good position on the block … Could have used another season of college to polish his game and prove that he can be effective as one of the featured players …",82,269,19.9
Lazar Hayward,30,"Hayward is not your prototypical 6’6 wing. Played predominantly the 4 spot for Marquette, occasionally forced to play the 5. Held his own against the beasts of the BE, not afraid to mix it up … An effective interior player despite his frequent size disadvantage, thanks to a 7 3/4 wingspan … Has a knack for getting quality shots off in the paint, excellent use of the ‘flip shot’ … Showed his core strength performing 15 reps of 185 at the NBA Draft Combine … Excellent stationary shooter … Form and follow through are textbook with no excess moving parts- simple mechanics and a quick, effortless release … Uses his lower body extremely well on his shot- like an anchor, generating lift from his base. Possesses tremendous range well beyond the NBA 3, which he put on display at the Reese’s All-Star Game at the Final Four (5 threes). Shot 35% from distance as a senior in 5.5 attempts per game … Found some of his best looks in the pick and pop game, where he was very effective stepping out … Hit 17 of 25 college threes and 15 of 25 NBA threes at the combine shooting drill. Utilizes the pump fake well knowing opponents must respect his jumper … When he sees an open lane, he attacks the hole with reckless abandon- wills his way to the basket … Outstanding FT shooter, shooting 82% as a junior and 84% as a senior. Won 96 games in his 4 years at Marquette … Clutch player, not afraid to take and make big shots. Made drastic improvements in all facets of the game during his collegiate career … Increased his scoring average from 6.8 as a freshman to 18.1 as a senior, and rebounding from 3.6 to 7.5 (8.6 rpg as a junior). Opened eyes at combine athleticism tests with a 36 inch max vert and 3.31 3/4 court sprint … Finished 2nd, only behind John Wall, in the lane agility drill at 10.87.","Despite solid showings in the athletic testing, concerns over general athletic ability, explosiveness and quickness still remain … Does he possess the lateral quickness to defend opposing two-guards or wings? Despite his toughness and lower body strength, he’s not defending 4’s at the next level … He will need to prove he can defend on the perimeter … Appeared lead footed at times when forced to cover quicker opposition at the college level. While he’s an efficient spot up shooter, does not shoot well on the move or off the dribble. Needs time to get his legs underneath the shot. Additional cultivation of the mid-range game will be critical to his success. Did not spend time coming off screens in college, usually acting as the screener … Can he use screens effectively and make shots? His ball handling skills are extremely limited for an NBA SG/SF … Has minimal creativity as a result, and unable to get shots for himself … Dribbles with his head fixated on the ground … Had turnover problems (2 per game) despite limited ballhandling responsibilities … Was the beneficiary of open 3 pt looks floating around the three point stripe when defended by bigs … Open spaces will be few and far between when guarded by players of comparable size … Became heavily reliant on the three rather than using his brute strength inside. Almost 40% of his FG attempts came from beyond the arc … Did not spend enough time on the FT line (3.7 FTA), failing to attempt more than 8 in a game. With his accuracy, he should be seeking out contact whenever possible.",78,226,23.59
Tibor Pleiss,31,"Very long physical tools with endless arms (nicknamed the octopus) … Solid shooter out to 15 feet … Shows a high motor … Competes hard … Very good shotblocker, showing good anticipation … Very solid frame, that could easily take on some more mass … Is not afraid to bang inside … Due to his size/length, an excellent rebounder … Very good pick and roll player with excellent fundamentals … Still very young being nearly a 90 born. Plays solid minutes against quality competition.","Not a great athlete. Somewhat stiff … Although he’s got length he’s very earthbound … Underdeveloped post-up game, scores mainly on offensive rebounds and dunks … In the past had some medical problems with his feet due to rapid weight increase … Needs a mental coach to manage dealing with disappointments.",85,235,20.65
Dexter Pittman,32,"A physically imposing low post player … Has continued to work on his body, losing a lot of weight and improving his conditioning … Very efficient scorer … He has a very strong and wide frame and he is able to create room and muscle his way around the hoop … Operating on the low block he is able to establish terrific position and is also very capable of making tough catches in traffic … He uses his strength to force his way to the hoop, overpowering defenders for easy finishes inside … Has a nice mini hook going to his left shoulder … A good athlete for his size, he has the explosiveness to catch and finish strong at the rim … Extremely effective rebounder on the offensive end, he clears space and attacks the glass … Shows good timing and is able to block a lot of shots in the paint …","Has no ability to step out and shoot jumpers or put it on the floor, which limits him strictly to the center position and at 6’10 he is a bit undersized … Even with his improved physique, his motor is still very much a question mark … He has problems staying in the game for long stretches … Extremely foul prone, he is fairly undisciplined and doesn’t move his feet … Does not operate well with or finish to his left hand … Extremely poor foul shooter …",83,303,22.27
Hassan Whiteside,33,"A legit 7-footer with excellent size, strength and potential … Has good agility and run/jump athleticism … Very intriguing combination of physical attributes (7-feet and 230 lbs with a 7-6 wingspan) and an explosive athlete … Imposing defensive presence due to his length and leaping ability … Already a force defensively averaging 4.4 blocks per game in just over 20 minutes per game (through his first 7 games) … An excellent rebounder, using his size and strength well on the glass at both ends … Shows an exuberance for the game and should continue to develop as he gains experience …  Shows some nice things offensively with developing post skills and touch on his shot … He is still in the early stages in his offensive development, so sticking around college 2-3 years would benefit him in the long run …","Still a work in progress offensively. At times looks awkward in the post but appears to be gaining confidence … He’s born in 1989, so he’s nearly 2 years older than the average freshman. But his upside is unmistakable … Needs to work on his free throw shooting (currently shooting below 40%) … Feel for the game is still raw, but not terrible … Still needs to develop his upperbody strength (at 230) but has a solid frame and muscle mass to work with … Needs to develop his passing skills to find teammates when doubled … Should work on his post skills and develop better range on his shot … Also must look to become more sure handed and cut down on turnovers, although he shows soft hands, and should be fine as he gains experience …",84,227,21.04
Armon Johnson,34,"Point guard with excellent size (6’3) and strength to handle the NBA PG position … Very quick and athletic player which when combined with his size makes him intriguing … A lefty with excellent one on one skills and the ability to create baskets off the dribble … Has a pretty lefty pull up off the dribble … Gets excellent lift on his shot and has a fluid release …  First step is extremely fast making him a tough player to stay in front of … Shows excellent ball handling ability and the vision to find open teammates for baskets … While he’s not a natural at creating offense for others, he has shown improvement in that area … Owns an effective crossover … Fearless going inside and challenging bigger opponents and finishing drives with floaters or attacking the rim … His body strength allows him to absorb contact and still finish … Solid 75% ft shooter … Has a good feel for the pick and roll … Defensively he doesn’t get a ton of steals but does a solid job of using his size and quickness to neutralize opposing guards … Doesn’t gamble much, plays solid fundamental defense … Has shown steady improvement over his 3 years at Reno … Has proven to be a clutch performer …",His point guard skills are good but not great … Still must become a better passer and learn to control the tempo and set up teammates in the half court. He is much more adept at creating offense for himself … Gets a little out of control in transition so will need to work on his decision making there … Must continue to develop his half court floor general abilities … Needs to cut down on his turnovers (3.8 per) but has a respectable 1.50 a/to ratio … Not much of a 3 point threat. Needs to improve upon shooting from the perimeter … Should look to become more of a vocal leader … Learning better anticipation defensively would help him become more aof a ball hawk and use his length to jump passing lanes …,75,190,21.35
Nemanja Bjelica,35,"An extremely versatile player, capable of playing a number of positions thanks to his size and ability to handle the ball … Has a great feel for the game and makes plays thanks to his natural basketball ability … He is a playmaker and is able to create scoring opportunities for teammates thanks to his great vision, ability to see overtop of defenses and passing precision … He sees the floor well in transition and in the halfcourt, keeping his head up and looking to make reads … Plays the pick&roll well, can shoot overtop the screen, off the dribble, or make the play with the pass … Has become a very reliable shooter, he has extended his range and is now very dangerous from beyond the arc … He is a good spotup shooter, but is much more dangerous creating his shot off the dribble … Shoots a well balanced and good rhythm midrange pullup, making it very difficult to contest because of his size and high release point … Handles the ball with ease, and has a nice mix of change of pace and direction moves … Can play as the primary ballhandler but is also very good in a point-forward type of role … Has a great nose for the ball in terms of rebounding, he hangs around the basket and gets a high number of missed shots …  Plays on a fairly bad team, but continues to play the right way without dominating the ball and forcing bad shots …","Does not have great explosiveness, both in terms of a first step and leaping ability … Struggles against smaller and quicker defenders who are able to get into his legs and force him out of driving lanes … His body is still very skinny and he lacks the muscle to finish against contact … He is not a good finisher around the basket, he looks to finesse his shot inside and does not convert at a high percentage … He is a streaky and rhythm player, he can go for long stretches where he has a very low impact on the game … Does not play with great aggressiveness, he plays soft at times and doesn’t look to attack … He is not ball strong, getting stripped often when slashing to the basket … He becomes too unselfish and will pass up very good looks to get teammates the ball in worse positions … Has a tendency to throw passes while in the air, causing him to get caught without any targets …Will have problems defending a position at the next level, his body is too weak to battle inside and he is not quick enough laterally to stay infront of wings … At this point he doesn’t put a lot of energy into playing defense and gets beaten of the dribble on a regular basis … Needs to become more effective playing off the ball …",82,223,22.49
Terrico White,36,"A dynamic combo guard who is one of the most spectacular finishers  in this year’s draft as he showed at the NBA draft combine with his 40 inch vertical … An aggressive offensive player capable of scoring off the dribble by blowing by his man or knocking down outside shots … Excellent pull up off the dribble as well as a fierce crossover … Has a solid in between game … Extremely confident, bordering on fearless … Adept one on one player … Excellent ball handler with either hand, can bring the ball up the court without any problems … Tremendous body strength, with strong shoulders …  Explosive finisher on the break … Has the size and versatility to play both guard positions but appears to be more of a natural at the off guard position … A good passer by shooting guard standards … Strong transition player where he’s able to use his excellent speed, athleticism and body control … Has a solid shooting motion, stays on balance on his outside shot, smooth release … Great rebounder for a guard who loves to slash to the basket and makes clever put backs in the paint against bigger opponents … Low center of balance allows him to absorb contact and stay on balance at all times … Big wingspan at 6’9 … Has a huge set of hands (10.50 width) allowing him to palm and control the basketball well (among draftees only Larry Sanders and Craig Brackens had wider hands)… Moves well off the ball cutting off picks and running the baseline to free himself for shots … Likes to incorporate a running hook shot (floater) from within 10 feet of the basket to a solid degree of success …","Scouts have mentioned him being a borderline discipline guy with some slight character concerns, although he has not gotten into any trouble while at Mississippi and in the combine tests he had the lowest body fat of all players which contradicts any issues related to work ethic … Can be too aggressive at times and force the issue both passing and shooting … Also a little too much of a showman who can get caught up in trying to impress instead of making the sound play … Shot selection the biggest reason for his average shooting numbers. Forces too many ill-advised shots with defenders in his face … Did not break out into the superstar that some envisioned in his sophomore campaign. How much of that was due to playing in a crowded backcourt (along with Chris Warren and Eniel Polynice) is up for debate … Averaged just 1.5 apg, but that was mostly due to playing off the ball … While his versatility is a plus, his inability to truly fit a position is also a drawback … Appears small for the SG position (6’3.75 barefoot) … Shooting numbers are in need of improvement across the board (43% fg, 71% ft, 34% 3p) …",77,203,20.31
Darington Hobson,37,"A versatile lefty, he has the ability to play a number of positions thanks to his size, length and skill set (but is most effective on the wing) … He plays with a lot of energy and emotion and leaves everything on the floor … His aggressive approach and attacking mentality allow him to contribute in various areas of the game … Can score in a variety of ways; he can attack off the dribble, shoot from deep or post up … He is a stat filler at the college level; a very active player who mixes it up and stays in the action at all times … Does not have the quickest first step, but he has a long stride and can cover a lot of ground to get past his defender … Dangerously streaky shooter, when he gets on a roll he can knock down contested jumpers from long range and has the ability and confidence to string together a number of makes … Much more efficient when he gets his feet set … Will look to use his size to post up inside, but is much more effective from the midpost, where he faces up and uses shotfakes and long jabs to create space and get to the hoop … Knows how to use his body to draw contact and get to the foul line … He has terrific rebounding instincts – he is constantly moving and looking to get on the offensive glass … Doesn’t give up on missed shots and uses his quick second jump to get tips around the basket … Very good passer, sees the floor and will look to make the extra pass to get teammates involved … Good transition player, runs the floor extremely hard and can make plays using his athleticism and energy … Tough minded player, has been hurt at times, but continued to play with injuries …","A very inconsistent scorer, he goes through droughts regularly and has a hard time finding his shooting rhythm … Does a lot of things well offensively, but nothing great … Shot selection is an issue, he takes a lot of bad and offbalance shots that come early in the offense … Shoots an off balance jumper with poor body control, causing very inconsistent results … Not comfortable shooting off the dribble …Plays too fast and out of control, putting himself into tough situations where he is forced to make plays with very few options available … Tries to do too much with the dribble yet doesn’t have the smoothest handle, often trying to split defenders and attack through double teams causing him to lose the ball on a high number of possessions … Does not make good decisions in traffic … Lacks upper body strength and it shows especially when finishing against contact, as he struggles to complete plays against help defenders … Not comfortable finishing with his right hand … Shoots a lot of floaters and finesse shots in the lane, rather than going hard to the basket … Has to improve his freethrow shooting …  A good but not great athlete … Has a tendency to let his emotions get out of control … He is very old for his age, yet only has one year of high level college ball under his belt …",78,204,22.75
Andy Rautins,38,"Cerebral 2 guard most known for his range and jump shot, Andy’s quick release and accuracy make him a deadly threat from outside …  He needs minimal space to get off his shot, while having enough range to knock down threes with ease … He is always active without the ball, constantly running through and around screens to free himself open …  More than just a 3 point specialist, it’s his play making abilities that make him a well rounded player … He has an excellent basketball IQ, along with tremendous court vision, his passing skills can sometimes go overlooked … When he does have an open lane to penetrate, Andy has the ability to take it, and set up his teammates for easy baskets … He understands where to put the ball when throwing entry passes into the post, making it easier for his big men to go up in a smooth and constant motion … He is an above average defender, with quick hands and an ability to read passing lanes … You might say he is a product of working in Jim Boeheim’s 2-3 zone for 4 years, but his awareness propels him to be a pest on the defensive end, on and off the ball …","He lacks athleticism, size and strength, which hurt him on both ends when comparing him to other shooting guards at the next level … He does not have the quickest first step, which really makes him nothing more than catch and shoot threat when it comes to scoring … Just like any pure shooter, Andy gets a little streaky from the outside, and since he has trouble creating for himself, he can be ineffective at times when his three-ball is not falling that day … You don’t see him finish around the basket that much, mainly because he never gets there unless it’s in transition … His ball handling skills are average to above average, although it’s not a true strength of his game … Because he can see the floor well, he sometimes gets carried away with trying to make the tough pass, when the simple pass would be the better decision … Though you don’t see it often because of Syracuse’s zone, when playing man to man, Andy can be over matched against quicker and stronger shooting guards … He is not quick enough to guard the 1, and sometimes not strong enough to guard the 2 one on one … Born in November of 1986 so more than a year older than most Seniors, taking away from his potential …",77,192,23.66
Landry Fields,39,"A wing player with terrific size and a great scoring touch … He has continued to make noticeable improvements to his game, and has become a scoring machine in his senior season … An extremely versatile player, he is able to beat you with the dribble, with the shot or with his back to the basket … He is comfortable handling the ball on the perimeter and attacking off the dribble … At his best operating out of the triple threat where he uses his long jabs and shotfakes to create separation … He is extremely good going to the basket, where he has terrific patience and a wide variety of counter moves he can use in order to get the best shot … He has a tremendous touch on mid to short shots, and he is able to convert against multiple defenders …  Extremely aggressive slasher, he looks to get to the hoop for finishes or to draw contact … Very unselfish player, has good vision and is able to create plays for teammates … Rebounds the ball on both ends of the floor … Gets into the passing lanes …",He is a bit skinny and does not have great explosiveness … How will he adapt to playing against quicker and stronger defenders at the next level? … Not a consistent shooter from deep or off the dribble … Has to improve his accuracy at the free throw line …,79,210,22.01
Lance Stephenson,40,"Nineteen year old freshman with an NBA-ready body … At 6’5 210, has a rare combination of power and quickness … Completely dominated the New York PSAL, almost single handedly leading Lincoln HS to four titles (Owns the all time scoring record in the State of New York) … Was often the biggest and strongest guy on the court, and took advantage of it, routinely dismantling opponents using brute force … Relentless attacker of the basket, seeking out contact and getting to the free throw stripe where he converts at a high % … Excellent penetrator with a quick first step … Utilizes change of pace dribbles, cross-overs and spin moves to get into the lane … Able to slither his way in between small creases … Superior ball handler with a flare for the dramatic (good or bad) … Good court vision. Aesthetically pleasing shooting stroke … Supreme accuracy on pull up J’s, especially when dribbling to his left … ""Easy"" three point range. Has shown flashes of lock down on the ball defense with his strength and 6’10 wingspan … Should be an instant fast break running the point at Cincinnati with his rebounding ability … ""Born Ready"" has been hyped since day 1 at Lincoln, playing under tremendous pressure and scrutiny every night, even appearing in a documentary about him …","Legitimate question marks surrounding his character and mental makeup (high school carrer marred by an assault charge) … The hope is that he will gain maturity at Cincinnati … His on court body language is awful … Often seen pouting, dragging his feet, arguing with referees and yelling at teammates … If he believes he should get the ball and doesn’t, or doesn’t get a call, he’s inclined to allow it to affect his game and take a play or two off … Despite his athletic gifts, lacks explosive elevation on his jumper and on drives to the rim … Needs work on leg strength, but just not a very explosive leaper … Tends to fade away and abort follow-through on his jump shot from time to time … Capable of making the spectacular pass, but does not always make the simple, smart pass … Shows glimpses of extraordinary court vision, but too often has tunnel vision toward the hoop and doesn’t look for teammates … Seems to predetermine when to shoot and when to pass, rather than natually allowing the flow of the game come to him … Gets wrapped up in ‘style points’ and getting oohs and aahs from the crowd instead of playing sound fundamental basketball … Prone to stagnant over-dribbling. Lateral quickness is just average – looks lead footed …Too much standing around on defense rather than being proactive on help D …",78,227,19.81
Jarvis Varnado,41,"A long and athletic shot blocker with an improving inside game … He has become the NCAA career leader in blocks, and it is thanks to his incredible wingspan, leaping ability and tremendous timing … He is very disciplined and doesn’t bite easily on shotfakes … He has become a rebounding force as well, showing good activity and willingness to go after the ball … His length and hops allow him to grab balls well out of his rebounding area … On the offensive end his game has continued to grow and he has shown steady improvements … Inside, he is able to get around defenders with his quickness, either by spinning off on the block or facing up and attacking … His scoring touch has also become more refined, as he has become very good with a mini right hook … He gets a lot of his points based off hustle and energy (he runs the floor hard, attacks the O glass and moves well without the ball) …","He doesn’t have much ability to step out and shoot outside the paint … He is not comfortable or effective turning to his right shoulder, even when he does he still looks to finish with his right hand, resulting in an awkward shot that comes across his body … Lacks weight on his frame, which makes it hard for him to establish position inside … Poor foul shooter …",81,210,22.33
